@lat,@lon
49.8990206,24.0122728
49.8920507,24.0199384
49.8880067,24.0235475
49.8743001,24.0337780
49.9104071,24.0132732
49.8976143,24.0313474
49.9036502,24.0172465
49.9032653,24.0199315
49.9024444,24.0158823
49.9000341,24.0206271
49.9001920,24.0223262
49.8996701,24.0217050
49.8982762,24.0166137
49.8982757,24.0133521
49.8997312,24.0086748
49.9029426,24.0221593
49.8714235,23.9728772
49.8711059,23.9764710
49.8727227,23.9757938
49.8678457,23.9709788
49.8670228,23.9723620
49.8693104,23.9729757
49.8650392,23.9704070
49.8693701,23.9636793
49.8705890,23.9545282
49.8713036,23.9579963
49.8677990,23.9657804
49.8742263,23.9325298
49.9085217,23.9142943
49.9006524,23.9358299
49.8981428,23.9349853
49.9037784,23.9331610
49.8996963,23.9369359
49.9002018,23.9319870
49.8977486,23.9413282
49.8986292,23.9409641
49.8972557,23.9361185
49.8966847,23.9354717
49.8985494,23.9376878
49.9079672,23.9178819
49.8262342,23.8784706
49.8211007,23.8753150
49.8240531,23.8722282
49.8247748,23.8740492
49.8318783,23.8719848
49.8268911,23.8818110
49.8246369,23.8905063
49.8318455,23.8744723
49.8315413,23.8770832
49.8335744,23.8725367
49.8452733,23.9836231
49.8483061,23.9797498
49.8498133,23.9811273
49.8499567,23.9820623
49.8475342,23.9767480
49.8477423,23.9796308
49.8501728,23.9797482
49.8493365,23.9795771
49.8496234,23.9803166
49.8438410,23.9769133
49.8468590,23.9717064
49.8210941,23.9865442
49.8268700,23.9706208
49.8241812,23.9713526
49.8161310,23.9836740
49.8164576,23.9859991
49.8151428,23.9851313
49.8138325,23.9784790
49.8156120,23.9820383
49.8149563,23.9829315
49.8183631,23.9764307
49.8200937,23.9763394
49.8226305,23.9669929
49.8278722,23.9537715
49.8257097,23.9554368
49.8259982,23.9616797
49.8215527,23.9652553
49.8295581,24.0084217
49.8325779,24.0140423
49.8333264,24.0152965
49.8329862,24.0146359
49.8314670,24.0151101
49.8339893,24.0179485
49.8422123,24.0210628
49.8367345,24.0169267
49.8372423,24.0160822
49.8364169,24.0232033
49.8415835,24.0223264
49.8331912,24.0162356
49.8343356,24.0182695
49.8337218,23.9906768
49.8287287,23.9864552
49.8250881,23.9890882
49.8258734,23.9896557
49.8273865,23.9894699
49.8473515,23.9916668
49.8466147,23.9896837
49.8563695,23.9792603
49.8295775,24.0461060
49.8307806,24.0307557
49.8314337,24.0315767
49.8337484,24.0823718
49.8332239,24.0845049
49.8111556,23.9311211
49.8324057,23.9843261
49.8157058,24.0257326
49.8219566,24.0357191
49.8340422,24.0196421
49.8328791,24.0195233
49.8343888,24.0381450
49.8345834,24.0373194
49.8340906,24.0390155
49.8333178,24.0398810
49.8301492,24.0312553
49.8298255,24.0311888
49.8279486,24.0337535
49.8275175,24.0336469
49.8280848,24.0324883
49.8295634,24.0251516
49.8290554,24.0188617
49.8303617,24.0458485
49.8314785,24.0455895
49.8337521,24.0606280
49.8860070,24.0792779
49.8965649,24.1381656
49.8965338,24.1372579
49.8940691,24.1244730
49.8125598,24.0468696
49.8121725,24.0478921
49.8168622,24.0502409
49.8165520,24.0488777
49.8163137,24.0539801
49.8152928,24.0474888
49.8259982,23.9497275
49.8324681,24.0100391
49.8068602,24.0040623
49.8050233,24.0033106
49.8086216,23.9999433
49.8104119,24.0040760
49.7686371,24.1065285
49.8019636,23.9856451
49.8037726,23.9903122
49.8016143,23.9917662
49.8011849,23.9814955
49.8042384,23.9937355
49.7997419,23.9950579
49.8317674,24.0098331
49.8389112,24.0393412
49.8151967,24.0515332
49.8154659,24.0504479
49.8155010,24.0499471
49.8144240,24.0524931
49.8154990,24.0484140
49.8160596,24.0480381
49.8385310,24.0430370
49.8380743,24.0428032
49.7868857,24.0605523
49.8281370,24.0078801
49.8268176,24.0057575
49.8305038,24.0093758
49.8309565,24.0073554
49.8298406,24.0035554
49.8284247,24.0035226
49.8289862,24.0046300
49.8268775,24.0046844
49.8286894,24.0020038
49.7821677,24.0617462
49.7853890,24.0656311
49.7853758,24.0629868
49.7833703,24.0594046
49.7835884,24.0608809
49.7841239,24.0612352
49.7821748,24.0612443
49.8404662,24.0342106
49.8418373,24.0340420
49.8399443,24.0331874
49.8409980,24.0310872
49.8406222,24.0322761
49.8388656,24.0345325
49.8422092,24.0385362
49.8430089,24.0294041
49.8444506,24.0283334
49.8442292,24.0289697
49.8464394,24.0402027
49.8461709,24.0440151
49.8449778,24.0432547
49.8431964,24.0369978
49.8409565,24.0476052
49.8412545,24.0496257
49.8417331,24.0510189
49.8480023,24.0433919
49.8513322,24.0430377
49.8433388,24.0333403
49.8437149,24.0247785
49.8449898,24.0219492
49.8489401,24.0197328
49.8476114,24.0196815
49.8465998,24.0209165
49.8460953,24.0218193
49.8456918,24.0224158
49.8421010,24.0298706
49.8412171,24.0329786
49.8395336,24.0311375
49.8434848,24.0319572
49.8425740,24.0255916
49.8420424,24.0256736
49.8411274,24.0254134
49.8677322,24.0424663
49.8693981,24.0424990
49.8696387,24.0384464
49.8681556,24.0391097
49.8706223,24.0354512
49.8665316,24.0394553
49.8624510,24.0440116
49.8558034,24.0429626
49.8668195,24.0647145
49.8681766,24.0425805
49.8572638,24.0362417
49.8550780,24.0381537
49.8403807,24.0393675
49.8409823,24.0384552
49.8411426,24.0365423
49.8431889,24.0315618
49.8392666,24.0242385
49.8354102,24.0220229
49.8418008,23.9652315
49.8502264,23.9703380
49.8468055,23.9712691
49.8441634,23.9662931
49.8433814,23.9685394
49.8431851,23.9691009
49.8483547,23.9743535
49.8482662,23.9736065
49.8468094,23.9726962
49.8433773,23.9732868
49.8433561,23.9726418
49.8436692,23.9758468
49.8436064,23.9752124
49.8459445,23.9735332
49.8471376,23.9723562
49.8483797,23.9748733
49.8478974,23.9758749
49.8437192,23.9762611
49.8447572,23.9688451
49.8438386,23.9699299
49.8433323,23.9720975
49.8517479,23.9731296
49.8513370,23.9704544
49.8518540,23.9744695
49.8422194,23.9777812
49.8420798,23.9743841
49.8364975,23.9760102
49.8411558,23.9761775
49.8413494,23.9743854
49.8387960,23.9744922
49.8375470,23.9749596
49.8374990,23.9764826
49.8382202,23.9744692
49.8370000,23.9743932
49.8364153,23.9750565
49.8357338,23.9750328
49.8396415,23.9723737
49.8162416,24.0248532
49.8279087,24.0447319
49.8429329,24.0321199
49.8149579,24.0164684
49.8183746,24.0138251
49.8167379,24.0123767
49.8443358,24.0302979
49.8455980,24.0228545
49.8001897,24.0326252
49.8325233,24.0348187
49.8175573,24.0268335
49.8164045,24.0414448
49.8172129,24.0417707
49.8115876,24.0358891
49.8411422,24.0198127
49.8398189,24.0290637
49.8419928,24.0361755
49.8335438,24.0343770
49.8329644,24.0346173
49.8322509,24.0349761
49.8308678,24.0336232
49.8273023,24.0166555
49.8273265,24.0573881
49.8285859,24.0562221
49.8290344,24.0498792
49.8262637,24.0532536
49.8275992,24.0519577
49.8277289,24.0526568
49.8365762,24.0364613
49.8368781,24.0390751
49.8369507,24.0383594
49.8387518,24.0487229
49.8404252,24.0535412
49.8438884,24.0554388
49.8346347,24.0506981
49.8290621,24.0573213
49.8359080,24.0381971
49.8284888,24.0483059
49.8413418,24.0460339
49.8432515,24.0487086
49.8426109,24.0351843
49.8438084,24.0490310
49.8446856,24.0183267
49.8441984,24.0181485
49.8313265,24.0261390
49.8305581,24.0284267
49.8330713,24.0239736
49.8231885,24.0260616
49.8257282,24.0600889
49.8411622,24.0516561
49.8469495,24.0196855
49.8514129,24.0169331
49.8516061,24.0188742
49.8440652,24.0151019
49.8458667,24.0142999
49.8413353,24.0471689
49.8452306,24.0484715
49.8475758,24.0391505
49.8484323,24.0385767
49.8479672,24.0382026
49.8480268,24.0358656
49.8477033,24.0377669
49.8433276,24.0354255
49.8449947,24.0135966
49.8512699,24.0259989
49.8541905,24.0281903
49.8544185,24.0257328
49.8533002,24.0261261
49.8527977,24.0268996
49.8482706,24.0098665
49.8485335,24.0029856
49.8492907,24.0044873
49.8470250,24.0162269
49.8525547,24.0201763
49.8483244,24.0234702
49.8488408,24.0225648
49.8437713,24.0174535
49.8399088,24.0148959
49.8432609,24.0158191
49.8559394,24.0260826
49.8478659,24.0249400
49.8580621,24.0180685
49.8481946,24.0392000
49.8343418,24.0292796
49.8377624,24.0314262
49.8339232,24.0072508
49.8464905,23.9961502
49.8144470,24.0026640
49.8189019,24.0043910
49.8165123,24.0039539
49.8163397,24.0035513
49.8204858,24.0090711
49.8196872,24.0088165
49.8214141,24.0102178
49.8211051,24.0103568
49.8160892,24.0048212
49.8160494,24.0062603
49.8167917,24.0048690
49.8405876,24.0267513
49.8204533,24.0402458
49.8349967,24.0044438
49.8350452,24.0074617
49.8397973,24.0363579
49.8324986,24.0184505
49.8348613,24.0207247
49.8281997,24.0711957
49.7977562,24.0717810
49.7879929,24.0553301
49.8536294,23.9867213
49.7670793,24.0144665
49.7688879,24.0175151
49.8447029,24.0327884
49.8379141,24.0097977
49.8137207,24.0431003
49.8145599,24.0236539
49.8117655,24.0419170
49.8170243,24.0357438
49.8385564,24.0612309
49.8460689,24.0194615
49.8152756,24.0312826
49.8514307,24.0199279
49.8390052,24.0345717
49.8464149,24.0245995
49.8269350,24.0530526
49.8353723,24.0400281
49.8165366,24.0343174
49.8510012,24.0199347
49.8373708,24.0358387
49.8364528,24.0602067
49.8444473,24.0242897
49.8680335,24.0416611
49.8473274,24.0269692
49.8463689,24.0316062
49.8488252,24.0276486
49.8466615,24.0271788
49.8452854,24.0246743
49.8470308,24.0278622
49.8470027,24.0295439
49.8451997,24.0301666
49.8450426,24.0307525
49.8450803,24.0315410
49.8455379,24.0307509
49.8454203,24.0292056
49.8466766,24.0263503
49.8462251,24.0276603
49.8467043,24.0303498
49.8443206,24.0336700
49.8456300,24.0301007
49.8463285,24.0277698
49.8478500,24.0300133
49.8463658,24.0301901
49.8469274,24.0334018
49.8458864,24.0262647
49.8455062,24.0271953
49.8487293,24.0270217
49.8459859,24.0295695
49.8465014,24.0295097
49.8442905,24.0334085
49.7709954,24.0141474
49.8254131,23.9856374
49.8264648,23.9820434
49.8326681,24.0169394
49.8336699,24.0192131
49.8346663,24.0202796
49.8187297,24.0300791
49.8188830,24.0302847
49.8181150,24.0301295
49.8181422,24.0287514
49.8177756,24.0284358
49.8188114,24.0311528
49.8185154,24.0294277
49.8210150,24.0351135
49.8217271,24.0368938
49.8201945,24.0246097
49.8207934,24.0248564
49.8198919,24.0240190
49.8560169,24.0322379
49.8970037,24.1379819
49.8034963,24.0024266
49.8121091,24.0015048
49.8320567,24.0130188
49.8310618,24.0142380
49.8318063,24.0133942
49.8304557,24.0140656
49.8347429,24.0072697
49.8322885,24.0121618
49.8278617,24.0025440
49.8119120,23.9954129
49.8093299,23.9969938
49.8121770,23.9921505
49.8124027,23.9951958
49.8117130,23.9958602
49.8081023,23.9894921
49.8101856,23.9878328
49.8063430,23.9982736
49.8069546,23.9977346
49.8064771,24.0001185
49.8315200,24.0028073
49.8048876,24.0014204
49.8091836,23.9825678
49.8273211,23.9979018
49.8105190,23.9895299
49.8102824,23.9952867
49.8044383,24.0013145
49.8077760,24.0067182
49.7956690,23.9268674
49.7961825,23.9233545
49.7767381,23.9594941
49.7749413,23.9667174
49.7745996,23.9665410
49.7746406,23.9599267
49.7780152,23.9649817
49.7833634,23.9549398
49.7755682,23.9592134
49.8145083,24.0197706
49.8081678,23.9991070
49.8086997,23.9985740
49.8083690,24.0191565
49.7878445,24.0148548
49.7885470,24.0707542
49.8135513,24.0187207
49.8349535,23.9924917
49.8314849,23.9729121
49.8272236,23.9491414
49.8260830,23.9444748
49.8266170,23.9439530
49.8250360,23.9404091
49.8262513,23.9440760
49.8400732,24.0362170
49.8377419,24.0350541
49.8619396,24.0224914
49.8616022,24.0266824
49.8425866,24.0182345
49.8371059,24.0037891
49.8322591,24.0184299
49.8347045,24.0169025
49.8379568,24.0575104
49.8127949,24.0448052
49.8107171,23.9876725
49.7940733,24.0556719
49.7941943,24.0564127
49.7939125,24.0553844
49.7932787,24.0582884
49.7942748,24.0554707
49.8395669,24.0328796
49.8476769,24.0339473
49.7941395,24.0555552
49.8260033,24.0291366
49.7692214,23.9628489
49.8233324,24.0442473
49.8315207,24.1320442
49.8181649,24.1368374
49.8289939,24.0534431
49.8607520,24.0332454
49.7922035,24.0591736
49.7924558,24.0586091
49.7903320,24.0591214
49.7858969,24.0592913
49.8217993,24.0122025
49.8195518,24.0110952
49.8159894,24.0563037
49.8042025,23.9955871
49.7940535,24.0589906
49.8325522,24.0183245
49.7683399,24.1044618
49.8359181,24.0165658
49.8329873,24.0186887
49.8365625,24.0139206
49.8353201,24.0127836
49.8244719,24.0359252
49.8498187,24.0246641
49.8446730,24.0237560
49.8510372,24.0295222
49.8505922,24.0277924
49.8388382,24.0226350
49.8413532,24.0267275
49.8415738,24.0252471
49.8454251,24.0255370
49.8172510,24.0028647
49.8350188,24.0179497
49.8218354,24.0055730
49.8260376,24.0102410
49.8265340,24.0101888
49.8466711,24.0255805
49.8501755,24.0244729
49.8051552,23.9847975
49.8142467,24.0271170
49.8261844,24.0151415
49.8254289,24.0129812
49.8265702,24.0126169
49.8370434,24.0300535
49.8383942,24.0296975
49.8622377,24.0624503
49.8534356,24.0386082
49.8520146,24.0294224
49.8598125,24.0348137
49.8603099,24.0364262
49.8349185,24.0300299
49.8643642,24.0085006
49.8647700,24.0101268
49.8618728,24.0041962
49.8613055,24.0051884
49.8431019,23.9915542
49.8633073,24.0061299
49.8614900,24.0063842
49.8647768,24.0049754
49.8635211,24.0153567
49.8642348,24.0097010
49.8656933,23.9965711
49.8622716,24.0162347
49.8650347,24.0143900
49.8619867,24.0062881
49.8646648,24.0089530
49.8455581,23.9922646
49.8463013,23.9913869
49.8789667,23.9440090
49.8759960,23.9451433
49.8787310,23.9449532
49.8671056,23.9254806
49.8762076,23.9460937
49.8204927,24.0584717
49.8219700,24.0561522
49.8206099,24.0535893
49.8221715,24.0535406
49.8371244,24.0638071
49.8245364,23.9663118
49.8307815,23.9649113
49.8316937,23.9652832
49.8314021,23.9623390
49.8324281,23.9618217
49.8300612,23.9594826
49.8283326,23.9696985
49.8258974,23.9753680
49.8243480,23.9668553
49.8162109,24.0055064
49.8166642,24.0078235
49.8164584,24.0077941
49.8165001,24.0081886
49.7830039,23.8712859
49.7834061,23.8776839
49.8196393,24.0048436
49.8183355,24.0076206
49.8189759,24.0060560
49.8166423,24.0060097
49.8216017,24.0079650
49.8218958,24.0084328
49.8200800,24.0061972
49.8198695,24.0062713
49.8224675,24.0073740
49.8134606,23.9808516
49.8130048,23.9815606
49.7841840,24.0596082
49.7823658,24.0655798
49.7829494,24.0653683
49.7820092,24.0610010
49.8228433,23.9890783
49.7695304,23.9677238
49.7706118,23.9637669
49.7698040,23.9642286
49.7593902,24.0178801
49.8066135,24.0125321
49.8076920,24.0176185
49.8063269,24.0169727
49.8062594,24.0173979
49.8069791,24.0127149
49.8082923,24.0140797
49.8075998,24.0143565
49.8064528,24.0140772
49.8035432,24.0130997
49.8080355,24.0162422
49.8082213,24.0162520
49.7848078,23.9495031
49.7694988,23.9656381
49.7723903,23.9649607
49.7780942,23.9477438
49.7789426,23.9483284
49.7709061,23.9663402
49.7799220,23.9593629
49.7802093,23.9516094
49.7702061,23.9588877
49.7798770,23.9490425
49.7802127,23.9561127
49.7819671,23.9516479
49.7716430,23.9655556
49.7668973,23.9595539
49.7798267,23.9551630
49.7812331,23.9552992
49.8094311,23.9958236
49.8094330,23.9952557
49.8076993,23.9949503
49.8075760,23.9955876
49.8080534,23.9950393
49.8094103,23.9910913
49.8089779,23.9930841
49.8086732,23.9924362
49.8096979,23.9947150
49.8107471,23.9911069
49.8098930,23.9914448
49.8090428,23.9887704
49.8096215,23.9898544
49.8094385,23.9906743
49.8105376,23.9927283
49.8104512,23.9934524
49.7945943,24.0465005
49.8142646,23.9826306
49.8150051,23.9811454
49.8155630,23.9806284
49.8235466,24.0501242
49.8246243,24.0398874
49.8226624,24.0489677
49.7714573,23.9570280
49.8108950,23.9833724
49.7692704,24.0115471
49.9095734,23.9352554
49.8272555,24.0728813
49.8229922,24.0769609
49.8278227,24.0758243
49.8273811,24.0763200
49.8269641,24.0742027
49.8275225,24.0749007
